"","Largos","Dimension","Semillas"
"4190",17,190,197
"4191",66,190,197
"4192",47,190,197
"4193",20,190,197
"4194",7,190,197
"4195",36,190,197
"4196",9,190,197
"4197",65,190,197
"4198",14,190,197
"4199",8,190,197
"4200",11,190,197
"4201",10,190,385
"4202",56,190,385
"4203",9,190,385
"4204",28,190,385
"4205",28,190,385
"4206",102,190,385
"4207",15,190,385
"4208",34,190,385
"4209",21,190,385
"4210",24,190,385
"4211",72,190,385
"4212",15,190,385
"4213",7,190,385
"4214",8,190,385
"4215",71,190,385
"4216",16,190,385
"4217",28,190,385
"4218",262,190,385
"4219",29,190,385
"4220",3,190,385
"4221",43,190,385
"4222",25,190,385
"4223",15,190,385
"4224",55,190,385
"4225",6,190,385
"4226",231,190,385
"4227",17,190,385
"4228",47,190,385
"4229",45,190,385
"4230",23,190,385
"4231",76,190,385
"4232",10,190,385
"4233",27,190,385
"4234",27,190,385
"4235",25,190,385
"4236",14,190,385
"4237",5,190,385
"4238",53,190,385
"4239",7,190,385
"4240",15,190,385
"4241",8,190,385
"4242",25,190,385
"4243",30,190,385
"4244",44,190,385
"4245",36,190,385
"4246",19,190,385
"4247",41,190,385
"4248",19,190,385
"4249",67,190,385
"4250",21,190,385
"4251",56,190,385
"4252",16,190,385
"4253",58,190,385
"4254",27,190,385
"4255",55,190,385
"4256",25,190,385
"4257",13,190,385
"4258",8,190,385
"4259",15,190,385
"4260",51,190,385
"4261",108,190,385
"4262",6,190,385
"4263",23,190,385
"4264",32,190,385
"4265",80,190,385
"4266",135,190,385
"4267",77,190,385
"4268",42,190,385
"4269",7,190,385
"4270",16,190,385
"4271",16,190,385
"4272",94,190,385
"4273",86,190,385
"4274",68,190,385
"4275",6,190,385
"4276",18,190,385
"4277",8,190,385
"4278",26,190,385
"4279",4,190,385
"4280",15,190,385
"4281",46,190,385
"4282",7,190,385
"4283",185,190,385
"4284",3,190,385
"4285",51,190,385
"4286",17,190,385
"4287",22,190,385
"4288",117,190,385
"4289",7,190,385
"4290",157,190,385
"4291",17,190,385
"4292",31,190,385
"4293",10,190,385
"4294",15,190,385
"4295",100,190,385
"4296",130,190,385
"4297",15,190,385
"4298",72,190,385
"4299",16,190,385
"4300",68,190,385
"4301",21,190,385
"4302",9,190,385
"4303",24,190,385
"4304",166,190,385
"4305",30,190,385
"4306",11,190,385
"4307",11,190,385
"4308",53,190,385
"4309",27,190,385
"4310",51,190,385
"4311",7,190,385
"4312",51,190,385
"4313",11,190,385
"4314",17,190,385
"4315",34,190,385
"4316",58,190,385
"4317",5,190,385
"4318",23,190,385
"4319",16,190,385
"4320",16,190,385
"4321",20,190,385
"4322",33,190,385
"4323",10,190,385
"4324",18,190,385
"4325",33,190,385
"4326",9,190,385
"4327",180,190,385
"4328",64,190,385
"4329",35,190,385
"4330",11,190,385
"4331",50,190,385
"4332",10,190,385
"4333",52,190,385
"4334",55,190,385
"4335",11,190,385
"4336",136,190,385
"4337",6,190,385
"4338",8,190,385
"4339",76,190,385
"4340",5,190,385
"4341",4,190,385
"4342",26,190,385
"4343",56,190,385
"4344",158,190,385
"4345",70,190,385
"4346",8,190,385
"4347",11,190,385
"4348",57,190,385
"4349",18,190,385
"4350",31,190,385
"4351",49,190,385
"4352",7,190,385
"4353",21,190,385
"4354",10,190,385
"4355",3,190,385
"4356",13,190,385
"4357",14,190,385
"4358",5,190,385
"4359",42,190,385
"4360",55,190,385
"4361",9,190,385
"4362",5,190,385
"4363",124,190,385
"4364",3,190,385
"4365",17,190,385
"4366",27,190,385
"4367",34,190,385
"4368",6,190,385
"4369",32,190,385
"4370",8,190,385
"4371",16,190,385
"4372",31,190,385
"4373",20,190,385
"4374",55,190,385
"4375",42,190,385
"4376",58,190,385
"4377",22,190,385
"4378",19,190,385
"4379",76,190,385
"4380",32,190,385
"4381",12,190,385
"4382",30,190,385
"4383",105,190,385
"4384",56,190,385
"4385",102,190,385
"4386",11,190,385
"4387",13,190,385
"4388",6,190,385
"4389",176,190,385
"4390",153,190,385
"4391",69,190,385
"4392",65,190,385
"4393",10,190,385
"4394",112,190,385
"4395",180,190,385
"4396",14,190,385
"4397",15,190,385
"4398",13,190,385
"4399",11,190,385
"4400",25,190,385
"4401",229,190,18051
"4402",135,190,18051
"4403",158,190,18051
"4404",64,190,18051
"4405",96,190,18051
"4406",140,190,18051
"4407",74,190,18051
"4408",161,190,18051
"4409",624,190,18051
"4410",783,190,18051
"4411",117,190,18051
"4412",353,190,18051
"4413",111,190,18051
"4414",101,190,18051
"4415",248,190,18051
"4416",220,190,18051
"4417",221,190,18051
"4418",375,190,18051
"4419",107,190,18051
"4420",142,190,18051
"4421",389,190,18051
"4422",127,190,18051
"4423",15,190,18051
"4424",278,190,18051
"4425",105,190,18051
"4426",327,190,18051
"4427",281,190,18051
"4428",247,190,18051
"4429",261,190,18051
"4430",27,190,18051
"4431",82,190,18051
"4432",181,190,18051
"4433",31,190,18051
"4434",35,190,18051
"4435",101,190,18051
"4436",33,190,18051
"4437",322,190,18051
"4438",159,190,18051
"4439",116,190,18051
"4440",32,190,18051
"4441",27,190,18051
"4442",248,190,18051
"4443",83,190,18051
"4444",56,190,18051
"4445",390,190,18051
"4446",283,190,18051
"4447",42,190,18051
"4448",80,190,18051
"4449",236,190,18051
"4450",63,190,18051
"4451",47,190,18051
"4452",161,190,18051
"4453",147,190,18051
"4454",253,190,18051
"4455",89,190,18051
"4456",64,190,18051
"4457",43,190,18051
"4458",137,190,18051
"4459",287,190,18051
"4460",205,190,18051
"4461",26,190,18051
"4462",201,190,18051
"4463",110,190,18051
"4464",87,190,18051
"4465",128,190,18051
"4466",46,190,18051
"4467",23,190,18051
"4468",113,190,18051
"4469",140,190,18051
"4470",255,190,18051
"4471",131,190,18051
"4472",18,190,18051
"4473",153,190,18051
"4474",50,190,18051
"4475",156,190,18051
"4476",84,190,18051
"4477",188,190,18051
"4478",132,190,18051
"4479",95,190,18051
"4480",27,190,18051
"4481",95,190,18051
"4482",111,190,18051
"4483",73,190,18051
"4484",230,190,18051
"4485",339,190,18051
"4486",41,190,18051
"4487",37,190,18051
"4488",37,190,18051
"4489",24,190,18051
"4490",102,190,18051
"4491",120,190,18051
"4492",352,190,18051
"4493",9,190,18051
"4494",220,190,18051
"4495",117,190,18051
"4496",241,190,18051
"4497",151,190,18051
"4498",12,190,18051
"4499",106,190,18051
"4500",107,190,18051
"4501",372,190,18051
"4502",39,190,18051
"4503",14,190,18051
"4504",24,190,18051
"4505",203,190,18051
"4506",38,190,18051
"4507",172,190,18051
"4508",172,190,18051
"4509",123,190,18051
"4510",64,190,18051
"4511",33,190,18051
"4512",66,190,18051
"4513",15,190,18051
"4514",350,190,18051
"4515",11,190,18051
"4516",208,190,18051
"4517",55,190,18051
"4518",36,190,18051
"4519",63,190,18051
"4520",133,190,18051
"4521",8,190,18051
"4522",32,190,18051
"4523",185,190,18051
"4524",399,190,18051
"4525",117,190,18051
"4526",58,190,18051
"4527",16,190,18051
"4528",86,190,18051
"4529",163,190,18051
"4530",81,190,18051
"4531",142,190,18051
"4532",126,190,18051
"4533",209,190,18051
"4534",20,190,18051
"4535",133,190,18051
"4536",35,190,18051
"4537",85,190,18051
"4538",60,190,18051
"4539",394,190,18051
"4540",36,190,18051
"4541",197,190,18051
"4542",7,190,18051
"4543",26,190,18051
"4544",88,190,18051
"4545",126,190,18051
"4546",36,190,18051
"4547",24,190,18051
"4548",201,190,18051
"4549",114,190,18051
"4550",265,190,18051
"4551",158,190,18051
"4552",109,190,18051
"4553",106,190,18051
"4554",109,190,18051
"4555",178,190,18051
"4556",156,190,18051
"4557",30,190,18051
"4558",26,190,18051
"4559",75,190,18051
"4560",150,190,18051
"4561",177,190,18051
"4562",17,190,18051
"4563",50,190,18051
"4564",105,190,18051
"4565",40,190,18051
"4566",222,190,18051
"4567",214,190,18051
"4568",22,190,18051
"4569",35,190,18051
"4570",110,190,18051
"4571",123,190,18051
"4572",170,190,18051
"4573",195,190,18051
"4574",65,190,18051
"4575",23,190,18051
"4576",176,190,18051
"4577",57,190,18051
"4578",199,190,18051
"4579",104,190,18051
"4580",422,190,18051
"4581",55,190,18051
"4582",235,190,18051
"4583",38,190,18051
"4584",24,190,18051
"4585",69,190,18051
"4586",124,190,18051
"4587",199,190,18051
"4588",223,190,18051
"4589",41,190,18051
"4590",133,190,18051
"4591",99,190,18051
"4592",126,190,18051
"4593",18,190,18051
"4594",9,190,18051
"4595",331,190,18051
"4596",18,190,18051
"4597",132,190,18051
"4598",122,190,18051
"4599",121,190,18051
"4600",102,190,18051
"4601",110,190,35910
"4602",123,190,35910
"4603",187,190,35910
"4604",46,190,35910
"4605",85,190,35910
"4606",149,190,35910
"4607",446,190,35910
"4608",90,190,35910
"4609",58,190,35910
"4610",51,190,35910
"4611",93,190,35910
"4612",288,190,35910
"4613",46,190,35910
"4614",76,190,35910
"4615",72,190,35910
"4616",23,190,35910
"4617",76,190,35910
"4618",167,190,35910
"4619",94,190,35910
"4620",427,190,35910
"4621",180,190,35910
"4622",207,190,35910
"4623",39,190,35910
"4624",163,190,35910
"4625",68,190,35910
"4626",189,190,35910
"4627",171,190,35910
"4628",179,190,35910
"4629",373,190,35910
"4630",445,190,35910
"4631",229,190,35910
"4632",38,190,35910
"4633",66,190,35910
"4634",93,190,35910
"4635",158,190,35910
"4636",119,190,35910
"4637",91,190,35910
"4638",137,190,35910
"4639",61,190,35910
"4640",22,190,35910
"4641",74,190,35910
"4642",143,190,35910
"4643",61,190,35910
"4644",360,190,35910
"4645",206,190,35910
"4646",171,190,35910
"4647",19,190,35910
"4648",631,190,35910
"4649",41,190,35910
"4650",331,190,35910
"4651",14,190,35910
"4652",32,190,35910
"4653",290,190,35910
"4654",64,190,35910
"4655",105,190,35910
"4656",50,190,35910
"4657",53,190,35910
"4658",294,190,35910
"4659",275,190,35910
"4660",87,190,35910
"4661",60,190,35910
"4662",455,190,35910
"4663",39,190,35910
"4664",15,190,35910
"4665",230,190,35910
"4666",46,190,35910
"4667",37,190,35910
"4668",87,190,35910
"4669",69,190,35910
"4670",32,190,35910
"4671",126,190,35910
"4672",116,190,35910
"4673",96,190,35910
"4674",167,190,35910
"4675",39,190,35910
"4676",290,190,35910
"4677",21,190,35910
"4678",277,190,35910
"4679",359,190,35910
"4680",186,190,35910
"4681",215,190,35910
"4682",260,190,35910
"4683",333,190,35910
"4684",260,190,35910
"4685",138,190,35910
"4686",130,190,35910
"4687",163,190,35910
"4688",182,190,35910
"4689",106,190,35910
"4690",354,190,35910
"4691",22,190,35910
"4692",72,190,35910
"4693",110,190,35910
"4694",95,190,35910
"4695",202,190,35910
"4696",84,190,35910
"4697",105,190,35910
"4698",262,190,35910
"4699",432,190,35910
"4700",401,190,35910
"4701",144,190,35910
"4702",47,190,35910
"4703",87,190,35910
"4704",442,190,35910
"4705",26,190,35910
"4706",94,190,35910
"4707",98,190,35910
"4708",130,190,35910
"4709",182,190,35910
"4710",20,190,35910
"4711",75,190,35910
"4712",143,190,35910
"4713",107,190,35910
"4714",95,190,35910
"4715",188,190,35910
"4716",46,190,35910
"4717",225,190,35910
"4718",106,190,35910
"4719",72,190,35910
"4720",144,190,35910
"4721",87,190,35910
"4722",103,190,35910
"4723",80,190,35910
"4724",57,190,35910
"4725",272,190,35910
"4726",64,190,35910
"4727",193,190,35910
"4728",80,190,35910
"4729",182,190,35910
"4730",72,190,35910
"4731",94,190,35910
"4732",52,190,35910
"4733",26,190,35910
"4734",108,190,35910
"4735",124,190,35910
"4736",216,190,35910
"4737",34,190,35910
"4738",103,190,35910
"4739",96,190,35910
"4740",324,190,35910
"4741",434,190,35910
"4742",44,190,35910
"4743",45,190,35910
"4744",334,190,35910
"4745",41,190,35910
"4746",468,190,35910
"4747",307,190,35910
"4748",100,190,35910
"4749",173,190,35910
"4750",81,190,35910
"4751",81,190,35910
"4752",316,190,35910
"4753",74,190,35910
"4754",93,190,35910
"4755",11,190,35910
"4756",114,190,35910
"4757",27,190,35910
"4758",112,190,35910
"4759",130,190,35910
"4760",607,190,35910
"4761",274,190,35910
"4762",137,190,35910
"4763",337,190,35910
"4764",52,190,35910
"4765",19,190,35910
"4766",105,190,35910
"4767",109,190,35910
"4768",44,190,35910
"4769",182,190,35910
"4770",6,190,35910
"4771",82,190,35910
"4772",72,190,35910
"4773",411,190,35910
"4774",31,190,35910
"4775",72,190,35910
"4776",48,190,35910
"4777",144,190,35910
"4778",252,190,35910
"4779",213,190,35910
"4780",345,190,35910
"4781",245,190,35910
"4782",178,190,35910
"4783",42,190,35910
"4784",28,190,35910
"4785",75,190,35910
"4786",38,190,35910
"4787",125,190,35910
"4788",45,190,35910
"4789",310,190,35910
"4790",44,190,35910
"4791",136,190,35910
"4792",89,190,35910
"4793",355,190,35910
"4794",175,190,35910
"4795",234,190,35910
"4796",286,190,35910
"4797",91,190,35910
"4798",27,190,35910
"4799",269,190,35910
"4800",321,190,35910
"4801",11,250,46
"4802",12,250,46
"4803",10,250,46
"4804",16,250,46
"4805",7,250,46
"4806",24,250,46
"4807",58,250,46
"4808",39,250,46
"4809",28,250,46
"4810",9,250,46
"4811",17,250,46
"4812",19,250,46
"4813",27,250,46
"4814",4,250,46
"4815",17,250,46
"4816",13,250,46
"4817",23,250,46
"4818",6,250,46
"4819",58,250,46
"4820",12,250,46
"4821",31,250,46
"4822",22,250,46
"4823",48,250,46
"4824",24,250,46
"4825",12,250,46
"4826",15,250,46
"4827",18,250,46
"4828",28,250,46
"4829",8,250,46
"4830",58,250,46
"4831",15,250,46
"4832",10,250,46
"4833",12,250,46
"4834",12,250,46
"4835",14,250,46
"4836",74,250,46
"4837",13,250,46
"4838",10,250,46
"4839",6,250,46
"4840",17,250,46
"4841",14,250,46
"4842",10,250,46
"4843",52,250,46
"4844",35,250,46
"4845",41,250,46
"4846",27,250,46
"4847",12,250,46
"4848",11,250,46
"4849",14,250,46
"4850",18,250,46
"4851",24,250,46
"4852",14,250,46
"4853",7,250,46
"4854",9,250,46
"4855",24,250,46
"4856",13,250,46
"4857",22,250,46
"4858",37,250,46
"4859",6,250,46
"4860",12,250,46
"4861",32,250,46
"4862",15,250,46
"4863",20,250,46
"4864",6,250,46
"4865",18,250,46
"4866",23,250,46
"4867",7,250,46
"4868",4,250,46
"4869",17,250,46
"4870",14,250,46
"4871",9,250,46
"4872",32,250,46
"4873",2,250,46
"4874",15,250,46
"4875",9,250,46
"4876",21,250,46
"4877",8,250,46
"4878",4,250,46
"4879",25,250,46
"4880",19,250,46
"4881",34,250,46
"4882",40,250,46
"4883",42,250,46
"4884",16,250,46
"4885",18,250,46
"4886",35,250,46
"4887",8,250,46
"4888",23,250,46
"4889",20,250,46
"4890",12,250,46
"4891",21,250,46
"4892",27,250,46
"4893",11,250,46
"4894",19,250,46
"4895",13,250,46
"4896",21,250,46
"4897",4,250,46
"4898",20,250,46
"4899",13,250,46
"4900",10,250,46
"4901",19,250,46
"4902",7,250,46
"4903",14,250,46
"4904",10,250,46
"4905",47,250,46
"4906",13,250,46
"4907",18,250,46
"4908",9,250,46
"4909",21,250,46
"4910",26,250,46
"4911",7,250,46
"4912",93,250,46
"4913",9,250,46
"4914",15,250,46
"4915",6,250,46
"4916",11,250,46
"4917",7,250,46
"4918",16,250,46
"4919",20,250,46
"4920",7,250,46
"4921",17,250,46
"4922",26,250,46
"4923",4,250,46
"4924",11,250,46
"4925",23,250,46
"4926",13,250,46
"4927",13,250,46
"4928",8,250,46
"4929",17,250,46
"4930",15,250,46
"4931",12,250,46
"4932",15,250,46
"4933",8,250,46
"4934",14,250,46
"4935",16,250,46
"4936",18,250,46
"4937",19,250,46
"4938",16,250,46
"4939",40,250,46
"4940",8,250,46
"4941",19,250,46
"4942",12,250,46
"4943",75,250,46
"4944",7,250,46
"4945",10,250,46
"4946",28,250,46
"4947",60,250,46
"4948",27,250,46
"4949",11,250,46
"4950",19,250,46
"4951",10,250,46
"4952",12,250,46
"4953",9,250,46
"4954",14,250,46
"4955",12,250,46
"4956",12,250,46
"4957",10,250,46
"4958",8,250,46
"4959",4,250,46
"4960",5,250,46
"4961",11,250,46
"4962",8,250,46
"4963",34,250,46
"4964",18,250,46
"4965",14,250,46
"4966",13,250,46
"4967",31,250,46
"4968",20,250,46
"4969",23,250,46
"4970",15,250,46
"4971",4,250,46
"4972",10,250,46
"4973",38,250,46
"4974",12,250,46
"4975",7,250,46
"4976",12,250,46
"4977",13,250,46
"4978",17,250,46
"4979",6,250,46
"4980",8,250,46
"4981",13,250,46
"4982",4,250,46
"4983",18,250,46
"4984",11,250,46
"4985",9,250,46
"4986",7,250,46
"4987",9,250,46
"4988",20,250,46
"4989",8,250,46
"4990",9,250,46
"4991",5,250,46
"4992",18,250,46
"4993",41,250,46
"4994",4,250,46
"4995",11,250,46
"4996",12,250,46
"4997",16,250,46
"4998",16,250,46
"4999",14,250,46
"5000",18,250,46
"5001",3,250,136
"5002",7,250,136
"5003",20,250,136
"5004",14,250,136
"5005",14,250,136
"5006",17,250,136
"5007",15,250,136
"5008",10,250,136
"5009",12,250,136
"5010",21,250,136
"5011",5,250,136
"5012",7,250,136
"5013",4,250,136
"5014",13,250,136
"5015",6,250,136
"5016",7,250,136
"5017",26,250,136
"5018",17,250,136
"5019",24,250,136
"5020",10,250,136
"5021",74,250,136
"5022",19,250,136
"5023",19,250,136
"5024",15,250,136
"5025",11,250,136
"5026",10,250,136
"5027",8,250,136
"5028",12,250,136
"5029",49,250,136
"5030",8,250,136
"5031",7,250,136
"5032",20,250,136
"5033",18,250,136
"5034",28,250,136
"5035",13,250,136
"5036",7,250,136
"5037",4,250,136
"5038",18,250,136
"5039",8,250,136
"5040",17,250,136
"5041",17,250,136
"5042",40,250,136
"5043",16,250,136
"5044",67,250,136
"5045",11,250,136
"5046",28,250,136
"5047",15,250,136
"5048",17,250,136
"5049",10,250,136
"5050",13,250,136
"5051",12,250,136
"5052",24,250,136
"5053",60,250,136
"5054",8,250,136
"5055",36,250,136
"5056",27,250,136
"5057",29,250,136
"5058",46,250,136
"5059",2,250,136
"5060",6,250,136
"5061",21,250,136
"5062",4,250,136
"5063",44,250,136
"5064",21,250,136
"5065",69,250,136
"5066",30,250,136
"5067",21,250,136
"5068",37,250,136
"5069",21,250,136
"5070",13,250,136
"5071",11,250,136
"5072",17,250,136
"5073",19,250,136
"5074",24,250,136
"5075",27,250,136
"5076",12,250,136
"5077",11,250,136
"5078",6,250,136
"5079",32,250,136
"5080",8,250,136
"5081",23,250,136
"5082",25,250,136
"5083",9,250,136
"5084",6,250,136
"5085",9,250,136
"5086",47,250,136
"5087",11,250,136
"5088",20,250,136
"5089",27,250,136
"5090",5,250,136
"5091",11,250,136
"5092",29,250,136
"5093",5,250,136
"5094",16,250,136
"5095",148,250,136
"5096",22,250,136
"5097",11,250,136
"5098",2,250,136
"5099",18,250,136
"5100",42,250,136
"5101",2,250,136
"5102",17,250,136
"5103",18,250,136
"5104",17,250,136
"5105",12,250,136
"5106",11,250,136
"5107",33,250,136
"5108",23,250,136
"5109",6,250,136
"5110",19,250,136
"5111",35,250,136
"5112",51,250,136
"5113",15,250,136
"5114",13,250,136
"5115",7,250,136
"5116",20,250,136
"5117",8,250,136
"5118",8,250,136
"5119",21,250,136
"5120",11,250,136
"5121",19,250,136
"5122",10,250,136
"5123",8,250,136
"5124",18,250,136
"5125",17,250,136
"5126",19,250,136
"5127",12,250,136
"5128",4,250,136
"5129",15,250,136
"5130",72,250,136
"5131",8,250,136
"5132",53,250,136
"5133",14,250,136
"5134",14,250,136
"5135",12,250,136
"5136",19,250,136
"5137",34,250,136
"5138",12,250,136
"5139",27,250,136
"5140",18,250,136
"5141",76,250,136
"5142",18,250,136
"5143",23,250,136
"5144",16,250,136
"5145",28,250,136
"5146",17,250,136
"5147",7,250,136
"5148",12,250,136
"5149",15,250,136
"5150",31,250,136
"5151",6,250,136
"5152",13,250,136
"5153",10,250,136
"5154",16,250,136
"5155",15,250,136
"5156",89,250,136
"5157",38,250,136
"5158",23,250,136
"5159",19,250,136
"5160",12,250,136
"5161",10,250,136
"5162",15,250,136
"5163",8,250,136
"5164",12,250,136
"5165",8,250,136
"5166",28,250,136
"5167",5,250,136
"5168",8,250,136
"5169",6,250,136
"5170",15,250,136
"5171",24,250,136
"5172",5,250,136
"5173",17,250,136
"5174",57,250,136
"5175",111,250,136
"5176",47,250,136
"5177",19,250,136
"5178",16,250,136
"5179",15,250,136
"5180",16,250,136
"5181",16,250,136
"5182",48,250,136
"5183",24,250,136
"5184",15,250,136
"5185",21,250,136
"5186",27,250,136
"5187",11,250,136
"5188",5,250,136
"5189",18,250,136
"5190",2,250,136
"5191",19,250,136
"5192",14,250,136
"5193",20,250,136
"5194",70,250,136
"5195",24,250,136
"5196",9,250,136
"5197",12,250,136
"5198",11,250,136
"5199",9,250,136
"5200",41,250,136
"5201",21,250,257
"5202",13,250,257
"5203",13,250,257
"5204",27,250,257
"5205",22,250,257
"5206",22,250,257
"5207",22,250,257
"5208",10,250,257
"5209",5,250,257
"5210",16,250,257
"5211",3,250,257
"5212",7,250,257
"5213",35,250,257
"5214",8,250,257
"5215",6,250,257
"5216",9,250,257
"5217",3,250,257
"5218",11,250,257
"5219",62,250,257
"5220",44,250,257
"5221",6,250,257
"5222",22,250,257
"5223",20,250,257
"5224",16,250,257
"5225",58,250,257
"5226",12,250,257
"5227",5,250,257
"5228",26,250,257
"5229",27,250,257
"5230",47,250,257
"5231",4,250,257
"5232",14,250,257
"5233",64,250,257
"5234",17,250,257
"5235",60,250,257
"5236",10,250,257
"5237",9,250,257
"5238",6,250,257
"5239",114,250,257
"5240",7,250,257
"5241",43,250,257
"5242",27,250,257
"5243",44,250,257
"5244",25,250,257
"5245",7,250,257
"5246",26,250,257
"5247",34,250,257
"5248",14,250,257
"5249",21,250,257
"5250",13,250,257
"5251",12,250,257
"5252",8,250,257
"5253",20,250,257
"5254",6,250,257
"5255",52,250,257
"5256",12,250,257
"5257",17,250,257
"5258",20,250,257
"5259",36,250,257
"5260",40,250,257
"5261",11,250,257
"5262",12,250,257
"5263",24,250,257
"5264",32,250,257
"5265",20,250,257
"5266",29,250,257
"5267",108,250,257
"5268",13,250,257
"5269",45,250,257
"5270",16,250,257
"5271",39,250,257
"5272",13,250,257
"5273",46,250,257
"5274",13,250,257
"5275",13,250,257
"5276",9,250,257
"5277",62,250,257
"5278",113,250,257
"5279",17,250,257
"5280",40,250,257
"5281",21,250,257
"5282",5,250,257
"5283",32,250,257
"5284",34,250,257
"5285",51,250,257
"5286",2,250,257
"5287",26,250,257
"5288",11,250,257
"5289",11,250,257
"5290",8,250,257
"5291",54,250,257
"5292",35,250,257
"5293",5,250,257
"5294",21,250,257
"5295",6,250,257
"5296",58,250,257
"5297",39,250,257
"5298",15,250,257
"5299",27,250,257
"5300",44,250,257
"5301",27,250,257
"5302",8,250,257
"5303",47,250,257
"5304",79,250,257
"5305",41,250,257
"5306",17,250,257
"5307",25,250,257
"5308",49,250,257
"5309",6,250,257
"5310",47,250,257
"5311",7,250,257
"5312",42,250,257
"5313",52,250,257
"5314",13,250,257
"5315",11,250,257
"5316",71,250,257
"5317",4,250,257
"5318",3,250,257
"5319",5,250,257
"5320",13,250,257
"5321",26,250,257
"5322",9,250,257
"5323",13,250,257
"5324",14,250,257
"5325",12,250,257
"5326",6,250,257
"5327",9,250,257
"5328",22,250,257
"5329",35,250,257
"5330",4,250,257
"5331",3,250,257
"5332",6,250,257
"5333",26,250,257
"5334",15,250,257
"5335",11,250,257
"5336",33,250,257
"5337",14,250,257
"5338",42,250,257
"5339",14,250,257
"5340",25,250,257
"5341",31,250,257
"5342",9,250,257
"5343",5,250,257
"5344",6,250,257
"5345",8,250,257
"5346",29,250,257
"5347",29,250,257
"5348",12,250,257
"5349",70,250,257
"5350",20,250,257
"5351",10,250,257
"5352",42,250,257
"5353",63,250,257
"5354",19,250,257
"5355",10,250,257
"5356",82,250,257
"5357",9,250,257
"5358",19,250,257
"5359",7,250,257
"5360",29,250,257
"5361",42,250,257
"5362",16,250,257
"5363",32,250,257
"5364",6,250,257
"5365",5,250,257
"5366",5,250,257
"5367",5,250,257
"5368",6,250,257
"5369",15,250,257
"5370",65,250,257
"5371",8,250,257
"5372",12,250,257
"5373",17,250,257
"5374",20,250,257
"5375",133,250,257
"5376",8,250,257
"5377",24,250,257
"5378",42,250,257
"5379",8,250,257
"5380",6,250,257
"5381",15,250,257
"5382",19,250,257
"5383",6,250,257
"5384",22,250,257
"5385",37,250,257
"5386",33,250,257
"5387",56,250,257
"5388",12,250,257
"5389",9,250,257
"5390",12,250,257
"5391",69,250,257
"5392",13,250,257
"5393",15,250,257
"5394",124,250,257
"5395",17,250,257
"5396",10,250,257
"5397",11,250,257
"5398",13,250,257
"5399",12,250,257
"5400",36,250,257
"5401",64,250,507
"5402",46,250,507
"5403",37,250,507
"5404",10,250,507
"5405",13,250,507
"5406",11,250,507
"5407",19,250,507
"5408",16,250,507
"5409",16,250,507
"5410",38,250,507
"5411",6,250,507
"5412",36,250,507
"5413",5,250,507
"5414",26,250,507
"5415",45,250,507
"5416",9,250,507
"5417",40,250,507
"5418",29,250,507
"5419",66,250,507
"5420",27,250,507
"5421",40,250,507
"5422",38,250,507
"5423",25,250,507
"5424",38,250,507
"5425",31,250,507
"5426",10,250,507
"5427",16,250,507
"5428",93,250,507
"5429",29,250,507
"5430",23,250,507
"5431",14,250,507
"5432",42,250,507
"5433",8,250,507
"5434",13,250,507
"5435",89,250,507
"5436",12,250,507
"5437",54,250,507
"5438",35,250,507
"5439",8,250,507
"5440",9,250,507
"5441",33,250,507
"5442",13,250,507
"5443",50,250,507
"5444",5,250,507
"5445",20,250,507
"5446",6,250,507
"5447",16,250,507
"5448",13,250,507
"5449",22,250,507
"5450",65,250,507
"5451",28,250,507
"5452",16,250,507
"5453",15,250,507
"5454",10,250,507
"5455",25,250,507
"5456",27,250,507
"5457",9,250,507
"5458",31,250,507
"5459",7,250,507
"5460",55,250,507
"5461",22,250,507
"5462",42,250,507
"5463",7,250,507
"5464",23,250,507
"5465",61,250,507
"5466",32,250,507
"5467",58,250,507
"5468",27,250,507
"5469",12,250,507
"5470",5,250,507
"5471",24,250,507
"5472",40,250,507
"5473",86,250,507
"5474",2,250,507
"5475",9,250,507
"5476",12,250,507
"5477",15,250,507
"5478",18,250,507
"5479",36,250,507
"5480",142,250,507
"5481",17,250,507
"5482",13,250,507
"5483",20,250,507
"5484",21,250,507
"5485",6,250,507
"5486",102,250,507
"5487",15,250,507
"5488",33,250,507
"5489",58,250,507
"5490",27,250,507
"5491",11,250,507
"5492",21,250,507
"5493",50,250,507
"5494",70,250,507
"5495",49,250,507
"5496",58,250,507
"5497",12,250,507
"5498",16,250,507
"5499",4,250,507
"5500",11,250,507
"5501",41,250,507
"5502",60,250,507
"5503",5,250,507
"5504",46,250,507
"5505",11,250,507
"5506",8,250,507
"5507",109,250,507
"5508",10,250,507
"5509",83,250,507
"5510",46,250,507
"5511",11,250,507
"5512",13,250,507
"5513",11,250,507
"5514",63,250,507
"5515",36,250,507
"5516",31,250,507
"5517",10,250,507
"5518",5,250,507
"5519",23,250,507
"5520",20,250,507
"5521",6,250,507
"5522",6,250,507
"5523",10,250,507
"5524",22,250,507
"5525",6,250,507
"5526",114,250,507
"5527",6,250,507
"5528",14,250,507
"5529",18,250,507
"5530",30,250,507
"5531",58,250,507
"5532",3,250,507
"5533",99,250,507
"5534",9,250,507
"5535",39,250,507
"5536",12,250,507
"5537",125,250,507
"5538",19,250,507
"5539",108,250,507
"5540",27,250,507
"5541",15,250,507
"5542",29,250,507
"5543",78,250,507
"5544",41,250,507
"5545",47,250,507
"5546",27,250,507
"5547",22,250,507
